Name,Male1 (Short),Male2 (Short),Male3 (Short),Male4 (Short),Male5 (Short),Female1 (Short),Female2 (Short),Female3 (Short),Female4 (Short),Female5 (Short),Male1 (Long),Male2 (Long),Male3 (Long),Male4 (Long),Male5 (Long),Female1 (Long),Female2 (Long),Female3 (Long),Female4 (Long),Female5 (Long)
Addition,https://drive.google.com/uc?id=13a5CGd0iQtnlfNM4_yL2cfomu0KiGvo5&export=download,https://drive.google.com/uc?id=1Uq5fU6paC8baYcLBcIycksVeSFZYfgmK&export=download,https://drive.google.com/uc?id=14eGuO2xzA0tuJWwlt59zDE317dn6fBHm&export=download,https://drive.google.com/uc?id=1N5uYE3SzeflSIJUrHXo8BXw4dz1VX-J-&export=download,https://drive.google.com/uc?id=10vrVhZuCqIO22OAm1fKTzhdWgU9clk3k&export=download,https://drive.google.com/uc?id=1OP1jChcZ67CFQx8-8fJLLYcuKHw3Ky98&export=download,https://drive.google.com/uc?id=1fKdQIs9lAfhlV56Yr-A1b_EXYk1ANyPJ&export=download,https://drive.google.com/uc?id=1Wu2Koruxqey9oMntmnO75zoaPkH2WHom&export=download,https://drive.google.com/uc?id=1yhPDr7SbSIosH0ksu2wZqvlq7mAXm_Ke&export=download,https://drive.google.com/uc?id=1_NmRT5ZgkOweEArNqQL4ctRFksgbxVCn&export=download,https://drive.google.com/uc?id=1sVtjw7D46BfwF77jxA0xVLdQY72lpZm-&export=download,https://drive.google.com/uc?id=1d7seuN56XnAHfBxC03qzXY5rhMrff0Fu&export=download,https://drive.google.com/uc?id=1VFZHrvi0wW1zTt1lSQ5kXX1q4930nj-w&export=download,https://drive.google.com/uc?id=1m9lSoKRrpra7doHgD4r6yp650xQaEuvC&export=download,https://drive.google.com/uc?id=1ummR6hHGSA4M8ZMQYWBoj5hdTtVgmB0r&export=download,https://drive.google.com/uc?id=1uib8WkfeFEDeapTR_LmmTJyj3qQrM_Ag&export=download,https://drive.google.com/uc?id=1LLbNQaPhm5wXjnEjCGCgHZaTPVjkpHg8&export=download,https://drive.google.com/uc?id=1Ney1YOHY1dWuYJhvHRT_wP5oPGUIZl7l&export=download,https://drive.google.com/uc?id=1gKzTTnEQWWKb2KlUnjvVLNUkjiyR-Qj7&export=download,https://drive.google.com/uc?id=1U_E-cOFdKyYA8OOJyqHX4Hq_ZTekbFbR&export=download
Address,https://drive.google.com/uc?id=1_p2hFPJ0NUNxf4ym4fWwysBBshNHNuRg&export=download,https://drive.google.com/uc?id=1ZlbOv4DIFmCr_0Ve0h7bsF4pXhJAcMy0&export=download,https://drive.google.com/uc?id=1WoBvLAUGVxbu50wLFEHPLB0vrProPDBw&export=download,https://drive.google.com/uc?id=1FUP89pj4e6dXASwtM4Rd8Qg86xLcpLtA&export=download,https://drive.google.com/uc?id=1td7kDfG5wPX4O92vQ7AzdIU8941BAqsk&export=download,https://drive.google.com/uc?id=1qI9BdAWw0UTnCHpmhbezZwXTkbdTxa8M&export=download,https://drive.google.com/uc?id=1iZ5T5BAcCVquU738tWOLjhyOz7rV-flp&export=download,https://drive.google.com/uc?id=1LiscFP77xkwFasNxI5f2VSq61MS5TfGY&export=download,https://drive.google.com/uc?id=1FE-tajyhV8UfED3fdC9qEYdh77xn-nCX&export=download,https://drive.google.com/uc?id=1wa4w7BZR7awrPXSG_PKkLs6M-CVY6qro&export=download,https://drive.google.com/uc?id=1AQr8cQGvFAoIoKmtamElKd_vFUH98PV9&export=download,https://drive.google.com/uc?id=1jiskKE7ZT8LZTqQEP2DjphMNIfcFY8H-&export=download,https://drive.google.com/uc?id=1D7xvkO8QujhzfbMLlztYc7Qp1EBenYmJ&export=download,https://drive.google.com/uc?id=1nxGA2S00FZUtKY_m23xLzeFm9hKvyPM0&export=download,https://drive.google.com/uc?id=123Kh6GmCRkJC0xSWoMbZ2CQ8g1BrpO_J&export=download,https://drive.google.com/uc?id=1cueoixJdqCoJDeF2KhJeCls1Btt4vjeg&export=download,https://drive.google.com/uc?id=1cjWKA6iZothzjemOd8H1l3GtOllbzKKm&export=download,https://drive.google.com/uc?id=13MTQSO5DqmG35I4ydlQ0Z4FYLqDpwxko&export=download,https://drive.google.com/uc?id=1FARnfOg7fgdRfCLYU-VTMGEe-WiDgskF&export=download,https://drive.google.com/uc?id=1hSYXU21l0QreLkUY8DA_H2rVGSCu0bPo&export=download
Adjoining,https://drive.google.com/uc?id=1d6Ob_ahhKvlwyzawwTy4eSYc_PwIbKVS&export=download,https://drive.google.com/uc?id=1m3R8PtP3Z8mZ9xRgRhZbzyFBjI0kk7ok&export=download,https://drive.google.com/uc?id=1OTRioNiVHUwb_HNRqpB4VKVoKfmRUlsh&export=download,https://drive.google.com/uc?id=1Tm5672jXL1VsUeO5jbwUgEm-2pTftuRD&export=download,https://drive.google.com/uc?id=12xxNnvbaQgJUxxxIn0ku8GaH-KV685nq&export=download,https://drive.google.com/uc?id=1qOIzR6HvR7tBx41PMmYxHSNNzNdhC4ck&export=download,https://drive.google.com/uc?id=1C1BhnPsPdP-rJZCvHr9-bcm6fayJzdmT&export=download,https://drive.google.com/uc?id=15crAgFIiXL0zoSMnAY1Rnl3m5x2JteGM&export=download,https://drive.google.com/uc?id=1GPUySWWUU5OUvq3pZA5Odg9QrHXihGDk&export=download,https://drive.google.com/uc?id=1DMlkdMwN1t1s02E1E6lWkq01eyzEDdFE&export=download,https://drive.google.com/uc?id=1LhcbvEriKhaBoIdNGBuLdDvaQ63cDZvO&export=download,https://drive.google.com/uc?id=1WA_duWnVQGS_ejkamEGsF7Lk18Ap-biM&export=download,https://drive.google.com/uc?id=1-AcrkJhRHsBQMuEulncGv4AqUz8GLLVM&export=download,https://drive.google.com/uc?id=1jaWGbw4eo9TiiIDwgxOCbiMiJkCXtAK2&export=download,https://drive.google.com/uc?id=1fGalQgcWl0JNm8Ex6CUGy-fqAFuVRHx5&export=download,https://drive.google.com/uc?id=1MgX1RRVdCcuqekHE56XgfptPD7wGFpYj&export=download,https://drive.google.com/uc?id=1bbjei_y3YWbAEBmRUqVTSKSkNHf2cgpy&export=download,https://drive.google.com/uc?id=1Qcfa5Eft7HvfZzkkZZ24qhxHT1oFgx5C&export=download,https://drive.google.com/uc?id=16c1YBgw72pfgc1UNnAJiGN9fbn6xXsCJ&export=download,https://drive.google.com/uc?id=18FuBMbfDuCU5XMBM2Q-xv0XCLGWiSVbh&export=download
Adjourn,https://drive.google.com/uc?id=1XfUG_o_3KjCo0FQTOxzNOxy3p3rLKDxZ&export=download,https://drive.google.com/uc?id=1o4xYzSfFHDvCu0dIC6qEfyM_GUlc0MvC&export=download,https://drive.google.com/uc?id=1audWU7YBjdDo3xWoxCUfDnKonSJVXq1e&export=download,https://drive.google.com/uc?id=123QP5UBxKnyfWocALrPa7tnZciw0P_G0&export=download,https://drive.google.com/uc?id=10bD-Q0_Qj9VRcs9I4k6NsE6Rpc1cxGum&export=download,https://drive.google.com/uc?id=1Km9fIby3UetYPn04LqYjzBtUhV53uK50&export=download,https://drive.google.com/uc?id=1dHJm0zNX8g7aOqgWchggRBxS-VCBlQAJ&export=download,https://drive.google.com/uc?id=1zopcd8xzMPQY6iBUF3AWe8FDEWOLYB0A&export=download,https://drive.google.com/uc?id=13glRsCjFgBSF5c1ojh-GPa_pZjewkiYi&export=download,https://drive.google.com/uc?id=1gu1q89aJpdmNQUq4iia43ocmS6ru0BT6&export=download,https://drive.google.com/uc?id=1JP_LZ3L8-XmdG54C89b2tN8KKmWpNQ4w&export=download,https://drive.google.com/uc?id=1CyQuZhTUwRhb75aibpaSnSLU-0LZfHgL&export=download,https://drive.google.com/uc?id=1nUCZC0Jnk36v9YbCJjRplin-83VooVHF&export=download,https://drive.google.com/uc?id=1LXFXO186dV40el-637_Yvx_NGBruozTR&export=download,https://drive.google.com/uc?id=1JRqXGO6cBEHeIOT49v9dH767CUxhp4Pq&export=download,https://drive.google.com/uc?id=1Tth1dVArltmWQej5O4mbyp07O_SucEDv&export=download,https://drive.google.com/uc?id=1r2nJMD_a9CXbp_XborCX5Kw2-DKwHCQ8&export=download,https://drive.google.com/uc?id=1SkbZzl6tN-ucWHfZc4AYet4N7tbgkqlJ&export=download,https://drive.google.com/uc?id=1dBqCjugHuMg9zkJPohTM5MLsn2-v7xI0&export=download,https://drive.google.com/uc?id=1l8KFsQHwCPEEr562yLwoIh-K4NOLExZY&export=download
Adjust,https://drive.google.com/uc?id=1EGgXXaR29DTJm6yZm9_FDmruZbzvCwMr&export=download,https://drive.google.com/uc?id=1D_WtMchDOKE8v7kB0dGX0b0oPrH7N891&export=download,https://drive.google.com/uc?id=1yOwrTIIoLvYdQKPW0KmSBFDWUzu2RY9j&export=download,https://drive.google.com/uc?id=1BEbqSxNkFM2HOMFV6iZYs0d5ycDhDULa&export=download,https://drive.google.com/uc?id=1cRhIYh_jxym7M7vzi9CvLWVMWuC_HsMk&export=download,https://drive.google.com/uc?id=1VJRX_vaNh8xjvnnvfTV9scsSB1J8_T5-&export=download,https://drive.google.com/uc?id=1zw5AepEY1Kv5zBdd9RyQYVNtJLfgaAMw&export=download,https://drive.google.com/uc?id=12S07rIXseCaZtJR9OhI5VPvwYCquJGlC&export=download,https://drive.google.com/uc?id=1R7e2aX56FTF5rcjcJLUPHLH2YBMjGrlr&export=download,https://drive.google.com/uc?id=14uYQtVDNN6O2wkHtNnYv0Fj2lroKaa_D&export=download,https://drive.google.com/uc?id=1s85dBmi-9U5MFnGVeJeLxIwuigBKtW_n&export=download,https://drive.google.com/uc?id=15ffWr4Nu0ODvyT_EZtfYTqfBrVvzuTdI&export=download,https://drive.google.com/uc?id=1m8jgXwXcI-JqeEnLijV8deXo027RDKxw&export=download,https://drive.google.com/uc?id=1p646N082g7mevux0P39v-LSRwacc5fbp&export=download,https://drive.google.com/uc?id=1rVKNIEQKDCDCrrCNAD3wBi15IXM1fXJo&export=download,https://drive.google.com/uc?id=1C4tIcVv0jo3xuzVzfT2Uy6qjzteA2tj9&export=download,https://drive.google.com/uc?id=1WuccoyLblVEbxUge5VwdSSXBGWj46FPs&export=download,https://drive.google.com/uc?id=1STLSAM9Tp6_VZj72oJ_CakjF2A3KxOkx&export=download,https://drive.google.com/uc?id=1Cc2TdXGmvmLiDgMv9utjbUq8ze2yuk6O&export=download,https://drive.google.com/uc?id=19dXayGxXTaBZqhZ5ciSAariycbDcfBNz&export=download
Administration,https://drive.google.com/uc?id=1EVcF6wWu000RHvM4SiVWyJcHvvb8igjb&export=download,https://drive.google.com/uc?id=13aiC9nd6lrpjjlBeaoV1-gzCP6nRLxJy&export=download,https://drive.google.com/uc?id=1hoGPFjK6Xg5xyRO2zm55wFEqHGirLBDL&export=download,https://drive.google.com/uc?id=1uxLx76DtC_fzH8kFf6OBzMODhs9vFrMK&export=download,https://drive.google.com/uc?id=1KySkowF3_AA9s2Jr5jBpNIrO4lQ9k3Mv&export=download,https://drive.google.com/uc?id=1exhZJDLgl8XswGYw6SbAzKPtkp6krJeh&export=download,https://drive.google.com/uc?id=17dhmENZ4r34Q6Orj2wU_Uap5KkUpXBHA&export=download,https://drive.google.com/uc?id=1Bj_FTae3IGH8olJudceXc3X4PWpMf7_r&export=download,https://drive.google.com/uc?id=1rz_Ls-3wvgd5OnFDM8jEzAfbAQ9pO3Nr&export=download,https://drive.google.com/uc?id=1NHE-IBOlJMWesB3ooq7RTkydP9SIEKbL&export=download,https://drive.google.com/uc?id=1iW9lyJMspnkXnwI-fvJXRZ3xnNHT_Us8&export=download,https://drive.google.com/uc?id=1G1qTwJ3FrLNuIZCembjLtloJNWrWSCYo&export=download,https://drive.google.com/uc?id=1kIwtg9Mf-r4Ew95jJZCur8hxoZVXXzTZ&export=download,https://drive.google.com/uc?id=1vKzXK0NlaSIfRYgYuOyh1n6PJ84MsufW&export=download,https://drive.google.com/uc?id=1Pfekk-TR09jV_RmJ7MPRA_INc70Hs0Q0&export=download,https://drive.google.com/uc?id=1cvJBJMuFgaBG9TkEKVagUF5vOJYcqceS&export=download,https://drive.google.com/uc?id=1eFHrSPs6pmy16iqyjGp6KJCSfXcZXPGl&export=download,https://drive.google.com/uc?id=1pMsrEsOo37C5IeT0Srb9EUUQtegUk8pX&export=download,https://drive.google.com/uc?id=1xOLBNnHFNI78cfpepWpVmyUELn50avLp&export=download,https://drive.google.com/uc?id=15ARL-YU2OX45OpW1w_9DMCm1QaoKZyG1&export=download
Admire,https://drive.google.com/uc?id=1YyLX-Qcf8vVOuNVpMUyvNhIbhPRUSYYf&export=download,https://drive.google.com/uc?id=19z76M78SguxXNpCiFGRVzm_HTwLuxbNJ&export=download,https://drive.google.com/uc?id=1gJ7epPhagEx0yKEmBPf-Au1nsBcLPdEi&export=download,https://drive.google.com/uc?id=1jEj67M9nZ9IWIS0c5xR5Rhtf_kz4PAaS&export=download,https://drive.google.com/uc?id=1fWuRUCfqABiZO984Eg_jYeNW9Ta0HSNb&export=download,https://drive.google.com/uc?id=1FE-m7zF5F--51YOPwGpWyz2jX65iK6Mx&export=download,https://drive.google.com/uc?id=1eT0ELN2gsytizqGV6TAx0MVeEYV3a8AE&export=download,https://drive.google.com/uc?id=1OsOLd7_9cNBmIdGe7JUqxXQ4a3h-farb&export=download,https://drive.google.com/uc?id=1GVI9Zf0Ve-pxzxwncIwCnP9Qw-lxq2Ru&export=download,https://drive.google.com/uc?id=1rLJtriU7h5Vy3nK14IWN0k4z8lm76vlY&export=download,https://drive.google.com/uc?id=14ZU7rSDb-2ew6vPwO3a8xS4bkbxqHyA-&export=download,https://drive.google.com/uc?id=1ZIJ4ie6x20W9oAR5L7s34Zh7H9fXlNve&export=download,https://drive.google.com/uc?id=1mVAingQl1zmBjk6eZQtRGvZz2_pIOHli&export=download,https://drive.google.com/uc?id=1Zo81VvIJ0c-5NhdGp37wdLNVDEg1XtGO&export=download,https://drive.google.com/uc?id=1UrbLYui0oTpkVw8tQGhXgFZhblln33nY&export=download,https://drive.google.com/uc?id=1EBqGmAMgLNTqva7lzQuSjGsvnnmlIW8S&export=download,https://drive.google.com/uc?id=1zMDJuiQt3W7G173moNSeJC7J21HwZTgO&export=download,https://drive.google.com/uc?id=1x1WVgep2iMgbwwCyxIt4xyj00Yv88MA8&export=download,https://drive.google.com/uc?id=1stWySsA2RRbrA92mBci22FOnEK_xiMUm&export=download,https://drive.google.com/uc?id=15eVqNSwtWY1gK5Wntac6OqEHF9d6_OLw&export=download
Advantage,https://drive.google.com/uc?id=1gMarUApGMSUxQ-FbDDtnV_RKj-uh33Ea&export=download,https://drive.google.com/uc?id=18j0Z3ID258Fw5T2zxuv2atclmUY1O0lr&export=download,https://drive.google.com/uc?id=1iOBV6VD7C3zubZx-JOQmOXpCFRcEjbzD&export=download,https://drive.google.com/uc?id=19n0ruBAoEavbNay1Ek9-t1CnodhoSJUX&export=download,https://drive.google.com/uc?id=1agraUqvc-hc3FnZYTig_DvtO0__L1Lle&export=download,https://drive.google.com/uc?id=1-yf27IK0n0drIMuv6qLJmWMcCorKzNDJ&export=download,https://drive.google.com/uc?id=1fCRnOOdTV3jMJPF3qerOVR5lfqg8BUHC&export=download,https://drive.google.com/uc?id=1l6AInLPWqFw4U3JuZgyuRmhrBzKpezyy&export=download,https://drive.google.com/uc?id=1j-f7tV-6t8PTBtlq0-NW50kly4qNmCjW&export=download,https://drive.google.com/uc?id=1jSZCCy6-Cvjbbr8b5kIIeJYXWf4l_csl&export=download,https://drive.google.com/uc?id=1jpynDK8wGwl-J8D5O3bTrR3CwICl65YR&export=download,https://drive.google.com/uc?id=1k7WVB6WDP_F5WtefMsUgziz2kimKpXa4&export=download,https://drive.google.com/uc?id=1V11f0d2MnBrFBZW3s9il_zrqLImYIihg&export=download,https://drive.google.com/uc?id=19ydVcvTeesi3T1AFdeELhNDLzGgOXY8J&export=download,https://drive.google.com/uc?id=1p_CA5lA2w0RXAyhynucmmmgJiVfhvmOi&export=download,https://drive.google.com/uc?id=1Wexunk2NHp5ayqDAo_o7_c1TlSCGbAtk&export=download,https://drive.google.com/uc?id=1Ouy8Gzyr2tvyzn0Amalln7Iu8HwSQX5F&export=download,https://drive.google.com/uc?id=1_gpT1SfLpYY3U3t3KHL_7Bx393JnQbRC&export=download,https://drive.google.com/uc?id=1SlvYUF4V4gZXmHJA9zK7PULRx2NMyUa8&export=download,https://drive.google.com/uc?id=1Z8PpqtS6IrduTyM4aX4eW8dUfpAjDWqn&export=download
Adventurous,https://drive.google.com/uc?id=128K_NqYJksKBkBG54OmZJ6wt40iQt0cD&export=download,https://drive.google.com/uc?id=1aB5ozjjDQ6oJyqyw9cMVAoZ83D0gY34q&export=download,https://drive.google.com/uc?id=1RQSSxSqjBuiRhp7K8Vk6mUfsN1ujN8vz&export=download,https://drive.google.com/uc?id=1ZO0lYFvFlSEy5lNbyisTBgT0BfiZ4ult&export=download,https://drive.google.com/uc?id=17_Mhz9fqiXbHa-TOkXPwD2F1OmOxIeGe&export=download,https://drive.google.com/uc?id=1H6VWWtDDSvoMZRmqZ6iGGnMGzLXD-D9V&export=download,https://drive.google.com/uc?id=1xUFI7VTroXRBLrtoZiS51mrg_atd0MIG&export=download,https://drive.google.com/uc?id=1CDW-KQXTpbjm8aSgp84kZLSX8TpiL4S6&export=download,https://drive.google.com/uc?id=1g0O35aZa06K4TTXEEu3TbASvXIbBba4q&export=download,https://drive.google.com/uc?id=1MAFrBm07cc8zd64WOy55F1mYRQTJ-mZQ&export=download,https://drive.google.com/uc?id=1guUMbCepqotPkl4xdsEGJtgBY4DXlDq8&export=download,https://drive.google.com/uc?id=1m_QEvD350KxhrAAlt0GVS9Edx_49qGyd&export=download,https://drive.google.com/uc?id=10q-EQeDrwkPotRQ6Pgas6UVR40xYEEyB&export=download,https://drive.google.com/uc?id=19Rz-uiuv2EajGU4dOWNUElq6Xe8qAtCU&export=download,https://drive.google.com/uc?id=1quJTmdqOGBmtcqs92x1TLd-wWVRbi0pe&export=download,https://drive.google.com/uc?id=1kxzsI-0RMVTUAWr-Xe_0KEc7MpVl5FV9&export=download,https://drive.google.com/uc?id=1-ZUUWykPWIEXd8Etd-jxOnEQ7fQNkBNp&export=download,https://drive.google.com/uc?id=1EoCq-Eb8prPhusNk6LfEYxoOeEPl-T78&export=download,https://drive.google.com/uc?id=1bTAJLCDacOrHZ8Z3_7hYdaWNcGGU1cNv&export=download,https://drive.google.com/uc?id=1JiXiPUoPXO3VYrH0npQY3vt4VRu2PTNC&export=download
Advise,https://drive.google.com/uc?id=1InM03Q0ufomQWepPpIljG-bpZcm7u2CU&export=download,https://drive.google.com/uc?id=1SnmQEqcn3rmRiIDh9QdzYElX49nYJKk9&export=download,https://drive.google.com/uc?id=1pkIqj4SfS-lNCqsVH825MZsHlcM4nhOo&export=download,https://drive.google.com/uc?id=1kLX-qXkPhJoAkTNgBCENZKe8cXSBWnGy&export=download,https://drive.google.com/uc?id=1kEwc-cuLkFZ9pa4kr8w2K-QbuGHu85OD&export=download,https://drive.google.com/uc?id=1jkedXO6x7y3gsFD5cucLBimSkmDttsuB&export=download,https://drive.google.com/uc?id=1rQr6lPBkhD3tU_DpkSe77nkJry6dgj9B&export=download,https://drive.google.com/uc?id=1RrZOMM_mnPSjaLHOXXhZLyaropjNzM6p&export=download,https://drive.google.com/uc?id=1ayxU0UzW5EC5GQemzSpzXpyz_9mWjku8&export=download,https://drive.google.com/uc?id=1HlYRVlbte3JEsm8yI-PkGQExz7pFT9mn&export=download,https://drive.google.com/uc?id=1sICYp59lVOkI1qEUOG24P199r_BfGIRS&export=download,https://drive.google.com/uc?id=1erhNtdW7NHkW0TAsajjDv-aG63mbrspS&export=download,https://drive.google.com/uc?id=1YpbTdW8Y1EBf8c0AKAb3ZDtUy79-u9ig&export=download,https://drive.google.com/uc?id=1DiziDSU7E5sGCjPxzSk8tMImVDxYY_CK&export=download,https://drive.google.com/uc?id=17SJcnxC8b0zLV5JX9ZRsLYKZTxK-67gz&export=download,https://drive.google.com/uc?id=1XF9Ckdn8IbqOIhDWn_VPb13b5ge6lfMy&export=download,https://drive.google.com/uc?id=16msTWnsb2_5ySvq0siQG4elqWS0Wsa-U&export=download,https://drive.google.com/uc?id=1Cf55MeOyg8k-F0Kt1W3J8AeeHq6TX0ez&export=download,https://drive.google.com/uc?id=1_HYpIYPvaqpZ6KBnmO3BDijBkOlHaqhr&export=download,https://drive.google.com/uc?id=1IfkMQXuLJ21KndfFf843xpmUWZvPLGD7&export=download
Advocate,https://drive.google.com/uc?id=1ETA6-EIKludHR802AeAv_D5N_1SKSd8t&export=download,https://drive.google.com/uc?id=15cCSvBzNdfprTRqUCNXJdz_lB_aDZmWw&export=download,https://drive.google.com/uc?id=1w0omtzuaLHj0VklCUB5sxRBCpo0l04nO&export=download,https://drive.google.com/uc?id=1K9iYFqgUfQWBE4gvfBI-pgodS7f6aHB0&export=download,https://drive.google.com/uc?id=1OtPm1UOV9Na60RXmQc6ZIjBqPJcPvCef&export=download,https://drive.google.com/uc?id=1L8i8xaviJi5EwKjNO-Humkpb0izNn8rG&export=download,https://drive.google.com/uc?id=1olvRlTngrMBSr6tqMKzC8__pFfmRJXNi&export=download,https://drive.google.com/uc?id=1lkftgN2dced5oyRTBFA_04goQ8I5upeH&export=download,https://drive.google.com/uc?id=1OATiK68THWOS9ExHohffZIIDDLa-2D1O&export=download,https://drive.google.com/uc?id=1A8tHIglhRVSGne3jGM5LJDs6cQIe9GHw&export=download,https://drive.google.com/uc?id=16GSxDzxGNPF91_mRCtWZq1BcHVxGvAYN&export=download,https://drive.google.com/uc?id=1nanHqlQXntvH4UlGdFWrJISRbvXIjOAJ&export=download,https://drive.google.com/uc?id=1OXv9_Ze8MxhJ1U5EjuCNTanNXOmUfS0H&export=download,https://drive.google.com/uc?id=1bfiTvDDv2uVFo7ZY62EXGQ9m16uptPtY&export=download,https://drive.google.com/uc?id=1k6FgeUAL_sqbkU2rserbu4SJt6Uvp3Jn&export=download,https://drive.google.com/uc?id=13S8kwht2yFawGnuRdlr2i5e898Kp4jnV&export=download,https://drive.google.com/uc?id=1cTv41o-hlQslOmdx4BC-n6DPP8dLdV9C&export=download,https://drive.google.com/uc?id=1D28fUxywW2ZabniA-HynsG-ldu-6V2pt&export=download,https://drive.google.com/uc?id=1hR6ZVuUdFsaKXMh1EvLG37ghecSR7RM3&export=download,https://drive.google.com/uc?id=126bJms5SYxd3qbP0QdeBS3QbgMhr8DGm&export=download
Affect,https://drive.google.com/uc?id=1No2IpuxHHqfQDN_TV_0-Ls6aTBm4vQqX&export=download,https://drive.google.com/uc?id=1zAnjKEKB_mo1S6PcQoGIFaI1txtvhgob&export=download,https://drive.google.com/uc?id=1-nrFT0sX87Sg96jaFewbQJaxMDj3AUTM&export=download,https://drive.google.com/uc?id=15CJK_5mlaDuuomUJdWy72nMGDOnHUXLg&export=download,https://drive.google.com/uc?id=1BAm7Xl4gHjzA8r9jkqnAfAv_2W_golaH&export=download,https://drive.google.com/uc?id=1K28RNZdqKaBTtrGukw79h-T29rx6C5Fj&export=download,https://drive.google.com/uc?id=1gnVccvblO8WA-aRX9hJ3UIN_DiyTspKg&export=download,https://drive.google.com/uc?id=1OauUaNSW78KHyxagZKmO-Mzfo8zzjEh4&export=download,https://drive.google.com/uc?id=1DnrzX0pC0Jt506fR4QyZjY-ilZDEQ_5O&export=download,https://drive.google.com/uc?id=1RKI0G8gd1N6jeay08JMQQmBbC0jxblIl&export=download,https://drive.google.com/uc?id=1hxVC_ZwXTucyrpxVLvOcMGZxSH5IxRKi&export=download,https://drive.google.com/uc?id=1wmvxcQnFjHwaDeXKgESB9yEdTuv2BbvQ&export=download,https://drive.google.com/uc?id=1q6Gk5sxH5ZzBgbqWuYn2WhAIE1jyLvaG&export=download,https://drive.google.com/uc?id=1D3R5MCJMIf2hOKI20G_pR7Xtq-CMz9VH&export=download,https://drive.google.com/uc?id=1pwWrb_xg07rQxGuKjzovmY9znuO0Mig_&export=download,https://drive.google.com/uc?id=1t6bO8YyaBM6CnN_WwlMkKJxQtjMqLtT9&export=download,https://drive.google.com/uc?id=1he7fShfczNsIRxwdzB10a4DM_-yJDj7i&export=download,https://drive.google.com/uc?id=1ychFEI9EPtyIypCfSXq2pgGyxr3VqhzV&export=download,https://drive.google.com/uc?id=1fVvV0eqDCEubS8aSnQOmQT-1k8pSGPh3&export=download,https://drive.google.com/uc?id=1KynTtXwLchigWmRb2y5iaXhGRR_pTQ_G&export=download
Affection,https://drive.google.com/uc?id=1mZBYT2R-WvDqfLatFv1FlxzWFk7iaebf&export=download,https://drive.google.com/uc?id=1eHUaZZeXkgGZLZGL5CfYP7u-SR1cmuu-&export=download,https://drive.google.com/uc?id=1RpjRBD-KLRic9A03SPFwJmaJ0iihY4Gg&export=download,https://drive.google.com/uc?id=1dD52Fglwly9jRvn9ng3-c12-KlGx-gaY&export=download,https://drive.google.com/uc?id=1iuHM6BTI5zi6pYO4uQx3W6FFoParTcxd&export=download,https://drive.google.com/uc?id=12tGiJcW0Gnh2sdSF726JTHVODq7oPqsh&export=download,https://drive.google.com/uc?id=1HT99O1iV-PEOS3WEqcFizDosJLCO4nf9&export=download,https://drive.google.com/uc?id=1BjS_k567yMDjNaVPh-9e6sy2hoyXhUTj&export=download,https://drive.google.com/uc?id=1Cbl1BcB8glRXE-GXchNrV6vjYdr0e3CL&export=download,https://drive.google.com/uc?id=1srmyLQnISkhVn6uyMhiJ0qWenUnHchUD&export=download,https://drive.google.com/uc?id=19jYHI3Ce8rIfab-w8ydHfaGlWalthKez&export=download,https://drive.google.com/uc?id=1MUQ09wsPtEK5gabX0CvZLNx9rxIwblub&export=download,https://drive.google.com/uc?id=1Jisq1wX6HJp5Ygv_JiYCi_7jRxlnDVGI&export=download,https://drive.google.com/uc?id=1LX8wdm6Z86q9U0-uoBnYR9u92VZN8a8_&export=download,https://drive.google.com/uc?id=1Ml3JSGau172LISP33t9BDDMbsTv4TccV&export=download,https://drive.google.com/uc?id=1_TLUFL-WrHg63MAZRUv2vMSp5yKz_19V&export=download,https://drive.google.com/uc?id=1iSPesSrlcTtD9t4Ew8WxU7VwnfZepkkJ&export=download,https://drive.google.com/uc?id=1PexwBcRt6BBl7_vFHHrviIONYAOp7eVo&export=download,https://drive.google.com/uc?id=1Bc8Mof49z9kl00PPjUBUHQZwpuEZhIp4&export=download,https://drive.google.com/uc?id=1GEVdUgLfusrw9E1VxVYTU2XokcOcwAuT&export=download
